Заголовок;;;Марка;Год;Описание;Кол-во людей;Кол-во дверей;Коробка передач;1-2 дня;3-6 дней;7-14 дней;15-30 дней;1-2 месяца;Залог;rt1;rt2;rt3;rt4;rt5;rt6;limit;orun;ch1;ch2;ch3;ch4;ch5;ch6;ch11;ch12;ch13;ch14;ch15;nolimit;fullprotect;img1;img2;img3;img4;img5;img6;img7;img8;img9;img10;img11;img12;img13;img14;img15;class
Mercedes-Benz Maybach S rest.2019 ;;;MERCEDES;2019;Аренда МАЙБАХ S 222 без водителя и с водителем. Лидер в своём классе, высочайший уровень комфорта, в сочетании со стилем!  Самые передовые разработки от Mercedes. Maybach в новом рестайлинговом кузове 2019г.;4;4;Aвтомат;21850;21850;20700;19550;18400;70000;Водительский стаж не менее 5 лет;Минимальный возраст 25 лет;Минимальный срок проката 24 часа;Ограничения по пробегу - 250 км/сутки;"Дополнительная опция ""без ограничения пробега"" доступна при аренде от 3-х суток";"Дополнительная опция ""Полная защита (франшиза 0)""";Лимит: 250 км / сутки;Перепробег: 35 P / км;Бензиновый;367 л.с. ;250 км/ч;5.9 с;11,7 л/100 км;Автоматическая;Полный;4;5462 мм;500 л;2018;3300;4500;https://www.avtomaxi.ru/upload/resize_cache/iblock/49e/498_374_1/49ec6df64f09188500ff3fe427375f62.jpg;https://www.avtomaxi.ru/upload/resize_cache/iblock/d7c/498_374_1/d7c2b0b2389a458570ae69087c2aaf9c.JPG;https://www.avtomaxi.ru/upload/resize_cache/iblock/8ab/498_374_1/8abfd767079103e267ec709cf0dd9c27.jpg;https://www.avtomaxi.ru/upload/resize_cache/iblock/f8a/498_374_1/f8a68c38abbb3da241b638ddeeabb8b1.JPG;https://www.avtomaxi.ru/upload/resize_cache/iblock/eb9/498_374_1/eb9f6cf6cd8239e17ab093c82475cc89.JPG;https://www.avtomaxi.ru/upload/resize_cache/iblock/226/498_374_1/2267552c1c07b9bd0dea67a076c16b4a.JPG;https://www.avtomaxi.ru/upload/resize_cache/iblock/7a6/498_374_1/7a615f6a4fc6b95b3b134f40df472170.JPG;https://www.avtomaxi.ru/upload/resize_cache/iblock/a2b/498_374_1/a2b3d3ace4633b28bd6398d66ff8257b.JPG;https://www.avtomaxi.ru/upload/resize_cache/iblock/31a/498_374_1/31a0d15b0a2109664a0964823aacf672.JPG;https://www.avtomaxi.ru/upload/resize_cache/iblock/5d1/498_374_1/5d182edecd5bd129d833d73b1a496137.JPG;https://www.avtomaxi.ru/upload/resize_cache/iblock/627/498_374_1/627e1ab53c124c7d41efea1e0a76666c.jpg;https://www.avtomaxi.ru/upload/resize_cache/iblock/b53/498_374_1/b5355be9784ff5f25a475ad86925d0f0.jpg;https://www.avtomaxi.ru/upload/resize_cache/iblock/2df/498_374_1/2dffec05c5b1352d0c5edfedde916053.jpg;https://www.avtomaxi.ru/upload/resize_cache/iblock/2e1/498_374_1/2e16137cd9d8446abf0870a316c0c772.jpg;https://www.avtomaxi.ru/upload/resize_cache/iblock/ea8/498_374_1/ea8704a4f17e1536ad79ae846ec5c76e.JPG;Премиум
